<<<<<<< HEAD
Ticker;Name;Sector;Asset Class;Location;Exchange
AMG;AFFILIATED MANAGERS GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
IDCC;INTERDIGITAL INC;Information Technology;Equity;United States;NASDAQ
LKQ;LKQ CORP;Consumer Discretionary;Equity;United States;NASDAQ
ROIV;ROIVANT SCIENCES LTD;Health Care;Equity;United States;NASDAQ
RGEN;REPLIGEN CORP;Health Care;Equity;United States;NASDAQ
UGI;UGI CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
SWKS;SKYWORKS SOLUTIONS INC;Information Technology;Equity;United States;NASDAQ
KNSL;KINSALE CAPITAL GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
OWL;BLUE OWL CAPITAL INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
AFG;AMERICAN FINANCIAL GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
COKE;COCA COLA CONSOLIDATED INC;Consumer Staples;Equity;United States;NASDAQ
ONB;OLD NATIONAL BANCORP;Financials;Equity;United States;NASDAQ
POOL;POOL CORP;Consumer Discretionary;Equity;United States;NASDAQ
FRT;FEDERAL REALTY INVESTMENT TRUST RE;Real Estate;Equity;United States;New York Stock Exchange Inc.
RNA;AVIDITY BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
CAG;CONAGRA BRANDS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
COMP;COMPASS INC CLASS A;Real Estate;Equity;United States;New York Stock Exchange Inc.
CFR;CULLEN FROST BANKERS INC;Financials;Equity;United States;New York Stock Exchange Inc.
AWI;ARMSTRONG WORLD INDUSTRIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
CTRE;CARETRUST REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
WYNN;WYNN RESORTS LTD;Consumer Discretionary;Equity;United States;NASDAQ
MOGA;MOOG INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
CUBE;CUBESMART REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
TAP;MOLSON COORS BREWING CLASS B;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
DINO;HF SINCLAIR CORP;Energy;Equity;United States;New York Stock Exchange Inc.
EMN;EASTMAN CHEMICAL;Materials;Equity;United States;New York Stock Exchange Inc.
JBTM;JBT MAREL CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
XP;XP CLASS A INC;Financials;Equity;Brazil;NASDAQ
HSIC;HENRY SCHEIN INC;Health Care;Equity;United States;NASDAQ
SANM;SANMINA CORP;Information Technology;Equity;United States;NASDAQ
MP;MP MATERIALS CORP CLASS A;Materials;Equity;United States;New York Stock Exchange Inc.
ATR;APTARGROUP INC;Materials;Equity;United States;New York Stock Exchange Inc.
MTCH;MATCH GROUP INC;Communication;Equity;United States;NASDAQ
OMF;ONEMAIN HOLDINGS INC;Financials;Equity;United States;New York Stock Exchange Inc.
FLR;FLUOR CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
WING;WINGSTOP INC;Consumer Discretionary;Equity;United States;NASDAQ
PRAX;PRAXIS PRECISION MEDICINES INC;Health Care;Equity;United States;NASDAQ
CLF;CLEVELAND CLIFFS INC;Materials;Equity;United States;New York Stock Exchange Inc.
ADC;AGREE REALTY REIT CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
AHR;AMERICAN HEALTHCARE REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
BRX;BRIXMOR PROPERTY GROUP REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
AXS;AXIS CAPITAL HOLDINGS LTD;Financials;Equity;United States;New York Stock Exchange Inc.
R;RYDER SYSTEM INC;Industrials;Equity;United States;New York Stock Exchange Inc.
INGR;INGREDION INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
WTS;WATTS WATER TECHNOLOGIES INC CLASS;Industrials;Equity;United States;New York Stock Exchange Inc.
LAD;LITHIA MOTORS INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
BEN;FRANKLIN RESOURCES INC;Financials;Equity;United States;New York Stock Exchange Inc.
PRIM;PRIMORIS SERVICES CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
RBRK;RUBRIK INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
PLNT;PLANET FITNESS INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AXTA;AXALTA COATING SYSTEMS LTD;Materials;Equity;United States;New York Stock Exchange Inc.
SSD;SIMPSON MANUFACTURING INC;Industrials;Equity;United States;New York Stock Exchange Inc.
ORA;ORMAT TECH INC;Utilities;Equity;United States;New York Stock Exchange Inc.
AXSM;AXSOME THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
QBTS;D WAVE QUANTUM INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
NFG;NATIONAL FUEL GAS;Utilities;Equity;United States;New York Stock Exchange Inc.
MUSA;MURPHY USA INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
LFUS;LITTELFUSE INC;Information Technology;Equity;United States;NASDAQ
JXN;JACKSON FINANCIAL INC CLASS A;Financials;Equity;United States;New York Stock Exchange Inc.
NNN;NNN REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
SITM;SITIME CORP;Information Technology;Equity;United States;NASDAQ
TPG;TPG INC CLASS A;Financials;Equity;United States;NASDAQ
FR;FIRST INDUSTRIAL REALTY TRUST INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
VOYA;VOYA FINANCIAL INC;Financials;Equity;United States;New York Stock Exchange Inc.
HXL;HEXCEL CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
NOV;NOV INC;Energy;Equity;United States;New York Stock Exchange Inc.
DAR;DARLING INGREDIENTS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
CYTK;CYTOKINETICS INC;Health Care;Equity;United States;NASDAQ
EAT;BRINKER INTERNATIONAL INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AVTR;AVANTOR INC;Health Care;Equity;United States;New York Stock Exchange Inc.
HQY;HEALTHEQUITY INC;Health Care;Equity;United States;NASDAQ
G;GENPACT LTD;Industrials;Equity;United States;New York Stock Exchange Inc.
KEX;KIRBY CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
MIDD;MIDDLEBY CORP;Industrials;Equity;United States;NASDAQ
HRL;HORMEL FOODS CORP;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
EXP;EAGLE MATERIALS INC;Materials;Equity;United States;New York Stock Exchange Inc.
ARW;ARROW ELECTRONICS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
FND;FLOOR DECOR HOLDINGS INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SMTC;SEMTECH CORP;Information Technology;Equity;United States;NASDAQ
IDA;IDACORP INC;Utilities;Equity;United States;New York Stock Exchange Inc.
ENS;ENERSYS;Industrials;Equity;United States;New York Stock Exchange Inc.
PAYC;PAYCOM SOFTWARE INC;Industrials;Equity;United States;New York Stock Exchange Inc.
AGCO;AGCO CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
CRUS;CIRRUS LOGIC INC;Information Technology;Equity;United States;NASDAQ
KMX;CARMAX INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SFM;SPROUTS FARMERS MARKET INC;Consumer Staples;Equity;United States;NASDAQ
H;HYATT HOTELS CORP CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
STAG;STAG INDUSTRIAL REIT INC;Real Estate;Equity;United States;New York Stock Exchange Inc.
VFC;VF CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CBSH;COMMERCE BANCSHARES INC;Financials;Equity;United States;NASDAQ
KRYS;KRYSTAL BIOTECH INC;Health Care;Equity;United States;NASDAQ
BROS;DUTCH BROS INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FCFS;FIRSTCASH HOLDINGS INC;Financials;Equity;United States;NASDAQ
MAT;MATTEL INC;Consumer Discretionary;Equity;United States;NASDAQ
ACI;ALBERTSONS COMPANY INC CLASS A;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
AL;AIR LEASE CORP CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
WFRD;WEATHERFORD INTERNATIONAL PLC;Energy;Equity;United States;NASDAQ
VNOM;VIPER ENERGY INC CLASS A;Energy;Equity;United States;NASDAQ
OLLI;OLLIES BARGAIN OUTLET HOLDINGS INC;Consumer Discretionary;Equity;United States;NASDAQ
MGM;MGM RESORTS INTERNATIONAL;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
FSS;FEDERAL SIGNAL CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
LNC;LINCOLN NATIONAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
ZWS;ZURN ELKAY WATER SOLUTIONS CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
ESAB;ESAB CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
MSFUT;CASH COLLATERAL MSFUT USD;Cash and/or Derivatives;Cash Collateral and Margins;United States;--
LYFT;LYFT INC CLASS A;Industrials;Equity;United States;NASDAQ
RITM;RITHM CAPITAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
FBIN;FORTUNE BRANDS INNOVATIONS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
GXO;GXO LOGISTICS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
CWST;CASELLA WASTE SYSTEMS INC CLASS A;Industrials;Equity;United States;NASDAQ
LW;LAMB WESTON HOLDINGS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
CWAN;CLEARWATER ANALYTICS HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
CGNX;COGNEX CORP;Information Technology;Equity;United States;NASDAQ
QRVO;QORVO INC;Information Technology;Equity;United States;NASDAQ
PCVX;VAXCYTE INC;Health Care;Equity;United States;NASDAQ
IBP;INSTALLED BUILDING PRODUCTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
GKOS;GLAUKOS CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
FAF;FIRST AMERICAN FINANCIAL CORP;Financials;Equity;United States;New York Stock Exchange Inc.
ESI;ELEMENT SOLUTIONS INC;Materials;Equity;United States;New York Stock Exchange Inc.
SITE;SITEONE LANDSCAPE SUPPLY INC;Industrials;Equity;United States;New York Stock Exchange Inc.
ALK;ALASKA AIR GROUP INC;Industrials;Equity;United States;New York Stock Exchange Inc.
ESTC;ELASTIC NV;Information Technology;Equity;United States;New York Stock Exchange Inc.
LEA;LEAR CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
PCOR;PROCORE TECHNOLOGIES INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
GBCI;GLACIER BANCORP INC;Financials;Equity;United States;New York Stock Exchange Inc.
MSA;MSA SAFETY INC;Industrials;Equity;United States;New York Stock Exchange Inc.
TIGO;MILLICOM INTERNATIONAL CELLULAR SA;Communication;Equity;Sweden;NASDAQ
CART;MAPLEBEAR INC;Consumer Staples;Equity;United States;NASDAQ
GAP;GAP INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
CHDN;CHURCHILL DOWNS INC;Consumer Discretionary;Equity;United States;NASDAQ
NXST;NEXSTAR MEDIA GROUP INC;Communication;Equity;United States;NASDAQ
PB;PROSPERITY BANCSHARES INC;Financials;Equity;United States;New York Stock Exchange Inc.
CHE;CHEMED CORP;Health Care;Equity;United States;New York Stock Exchange Inc.
CHWY;CHEWY INC CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
MTG;MGIC INVESTMENT CORP;Financials;Equity;United States;New York Stock Exchange Inc.
CHRD;CHORD ENERGY CORP;Energy;Equity;United States;NASDAQ
RGTI;RIGETTI COMPUTING INC;Information Technology;Equity;United States;NASDAQ
CAVA;CAVA GROUP INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
UFPI;UFP INDUSTRIES INC;Industrials;Equity;United States;NASDAQ
STWD;STARWOOD PROPERTY TRUST REIT INC;Financials;Equity;United States;New York Stock Exchange Inc.
ESNT;ESSENT GROUP LTD;Financials;Equity;United States;New York Stock Exchange Inc.
AM;ANTERO MIDSTREAM CORP;Energy;Equity;United States;New York Stock Exchange Inc.
MHK;MOHAWK INDUSTRIES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
JHG;JANUS HENDERSON GROUP PLC;Financials;Equity;United States;New York Stock Exchange Inc.
FNB;FNB CORP;Financials;Equity;United States;New York Stock Exchange Inc.
TMHC;TAYLOR MORRISON HOME CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
HIMS;HIMS HERS HEALTH INC CLASS A;Health Care;Equity;United States;New York Stock Exchange Inc.
GATX;GATX CORP;Industrials;Equity;United States;New York Stock Exchange Inc.
AAON;AAON INC;Industrials;Equity;United States;NASDAQ
THG;HANOVER INSURANCE GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
TEM;TEMPUS AI INC CLASS A;Health Care;Equity;United States;NASDAQ
PL;PLANET LABS CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
HWC;HANCOCK WHITNEY CORP;Financials;Equity;United States;NASDAQ
MIR;MIRION TECHNOLOGIES INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
MKTX;MARKETAXESS HOLDINGS INC;Financials;Equity;United States;NASDAQ
RAL;RALLIANT CORP;Information Technology;Equity;United States;New York Stock Exchange Inc.
VNT;VONTIER CORP;Information Technology;Equity;United States;New York Stock Exchange Inc.
PCTY;PAYLOCITY HOLDING CORP;Industrials;Equity;United States;NASDAQ
HUT;HUT CORP;Information Technology;Equity;United States;NASDAQ
CADE;CADENCE BANK;Financials;Equity;United States;New York Stock Exchange Inc.
VIAV;VIAVI SOLUTIONS INC;Information Technology;Equity;United States;NASDAQ
EPRT;ESSENTIAL PROPERTIES REALTY TRUST;Real Estate;Equity;United States;New York Stock Exchange Inc.
VLY;VALLEY NATIONAL;Financials;Equity;United States;NASDAQ
KBR;KBR INC;Industrials;Equity;United States;New York Stock Exchange Inc.
AUB;ATLANTIC UNION BANKSHARES CORP;Financials;Equity;United States;New York Stock Exchange Inc.
TKR;TIMKEN;Industrials;Equity;United States;New York Stock Exchange Inc.
MASI;MASIMO CORP;Health Care;Equity;United States;NASDAQ
EXLS;EXLSERVICE HOLDINGS INC;Industrials;Equity;United States;NASDAQ
TRNO;TERRENO REALTY REIT CORP;Real Estate;Equity;United States;New York Stock Exchange Inc.
AMTM;AMENTUM HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
POR;PORTLAND GENERAL ELECTRIC;Utilities;Equity;United States;New York Stock Exchange Inc.
RIOT;RIOT PLATFORMS INC;Information Technology;Equity;United States;NASDAQ
PIPR;PIPER SANDLER COMPANIES;Financials;Equity;United States;New York Stock Exchange Inc.
BIPC;BROOKFIELD INFRASTRUCTURE CORP CLA;Utilities;Equity;Canada;New York Stock Exchange Inc.
SEE;SEALED AIR CORP;Materials;Equity;United States;New York Stock Exchange Inc.
AVT;AVNET INC;Information Technology;Equity;United States;NASDAQ
BIO;BIO RAD LABORATORIES INC CLASS A;Health Care;Equity;United States;New York Stock Exchange Inc.
CIFR;CIPHER MINING INC;Information Technology;Equity;United States;NASDAQ
BC;BRUNSWICK CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
ESE;ESCO TECHNOLOGIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
HOMB;HOME BANCSHARES INC;Financials;Equity;United States;New York Stock Exchange Inc.
UBSI;UNITED BANKSHARES INC;Financials;Equity;United States;NASDAQ
PTCT;PTC THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
ETSY;ETSY INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
HLNE;HAMILTON LANE INC CLASS A;Financials;Equity;United States;NASDAQ
KRMN;KARMAN HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
GNTX;GENTEX CORP;Consumer Discretionary;Equity;United States;NASDAQ
THO;THOR INDUSTRIES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VNO;VORNADO REALTY TRUST REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
OPCH;OPTION CARE HEALTH INC;Health Care;Equity;United States;NASDAQ
FORM;FORMFACTOR INC;Information Technology;Equity;United States;NASDAQ
SLM;SLM CORP;Financials;Equity;United States;NASDAQ
TXNM;TXNM ENERGY INC;Utilities;Equity;United States;New York Stock Exchange Inc.
GTES;GATES INDUSTRIAL PLC;Industrials;Equity;United States;New York Stock Exchange Inc.
AS;AMER SPORTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
ALKS;ALKERMES;Health Care;Equity;United States;NASDAQ
LMND;LEMONADE INC;Financials;Equity;United States;New York Stock Exchange Inc.
M;MACYS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
OLED;UNIVERSAL DISPLAY CORP;Information Technology;Equity;United States;NASDAQ
BCO;BRINKS;Industrials;Equity;United States;New York Stock Exchange Inc.
PLXS;PLEXUS CORP;Information Technology;Equity;United States;NASDAQ
BSY;BENTLEY SYSTEMS INC CLASS B;Information Technology;Equity;United States;NASDAQ
MTDR;MATADOR RESOURCES;Energy;Equity;United States;New York Stock Exchange Inc.
ACA;ARCOSA INC;Industrials;Equity;United States;New York Stock Exchange Inc.
RHP;RYMAN HOSPITALITY PROPERTIES REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
KD;KYNDRYL HOLDINGS INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
HR;HEALTHCARE REALTY TRUST INC CLASS;Real Estate;Equity;United States;New York Stock Exchange Inc.
BKH;BLACK HILLS CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
LPX;LOUISIANA PACIFIC CORP;Materials;Equity;United States;New York Stock Exchange Inc.
WH;WYNDHAM HOTELS RESORTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AMKR;AMKOR TECHNOLOGY INC;Information Technology;Equity;United States;NASDAQ
NPO;ENPRO INC;Industrials;Equity;United States;New York Stock Exchange Inc.
COGT;COGENT BIOSCIENCES INC;Health Care;Equity;United States;NASDAQ
VSAT;VIASAT INC;Information Technology;Equity;United States;NASDAQ
AUR;AURORA INNOVATION INC CLASS A;Information Technology;Equity;United States;NASDAQ
RYTM;RHYTHM PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
BOOT;BOOT BARN HOLDINGS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AN;AUTONATION INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
WEX;WEX INC;Financials;Equity;United States;New York Stock Exchange Inc.
PATH;UIPATH INC CLASS A;Information Technology;Equity;United States;New York Stock Exchange Inc.
SSRM;SSR MINING INC;Materials;Equity;Canada;NASDAQ
HRB;H&R BLOCK INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
UUUU;ENERGY FUELS INC;Energy;Equity;Canada;Nyse Mkt Llc
SWX;SOUTHWEST GAS HOLDINGS INC;Utilities;Equity;United States;New York Stock Exchange Inc.
ST;SENSATA TECHNOLOGIES HOLDING PLC;Industrials;Equity;United States;New York Stock Exchange Inc.
CNR;CORE NATURAL RESOURCES INC;Energy;Equity;United States;New York Stock Exchange Inc.
FCN;FTI CONSULTING INC;Industrials;Equity;United States;New York Stock Exchange Inc.
SIGI;SELECTIVE INSURANCE GROUP INC;Financials;Equity;United States;NASDAQ
BCPC;BALCHEM CORP;Materials;Equity;United States;NASDAQ
OZK;BANK OZK;Financials;Equity;United States;NASDAQ
LOPE;GRAND CANYON EDUCATION INC;Consumer Discretionary;Equity;United States;NASDAQ
GTLB;GITLAB INC CLASS A;Information Technology;Equity;United States;NASDAQ
UHALB;U HAUL NON VOTING SERIES N;Industrials;Equity;United States;New York Stock Exchange Inc.
DOCS;DOXIMITY INC CLASS A;Health Care;Equity;United States;New York Stock Exchange Inc.
LSTR;LANDSTAR SYSTEM INC;Industrials;Equity;United States;NASDAQ
DUOL;DUOLINGO INC CLASS A;Consumer Discretionary;Equity;United States;NASDAQ
NOVT;NOVANTA INC;Information Technology;Equity;United States;NASDAQ
CRNX;CRINETICS PHARMACEUTICALS INC;Health Care;Equity;United States;NASDAQ
ENPH;ENPHASE ENERGY INC;Information Technology;Equity;United States;NASDAQ
SAIC;SCIENCE APPLICATIONS INTERNATIONAL;Industrials;Equity;United States;NASDAQ
CORZ;CORE SCIENTIFIC INC;Information Technology;Equity;United States;NASDAQ
CPB;CAMPBELL SOUP;Consumer Staples;Equity;United States;NASDAQ
MTH;MERITAGE CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
BFAM;BRIGHT HORIZONS FAMILY SOLUTIONS I;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
AGX;ARGAN INC;Industrials;Equity;United States;New York Stock Exchange Inc.
JOBY;JOBY AVIATION INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
BEPC;BROOKFIELD RENEWABLE SUBORDINATE V;Utilities;Equity;Canada;New York Stock Exchange Inc.
NUVL;NUVALENT INC CLASS A;Health Care;Equity;United States;NASDAQ
TFX;TELEFLEX INC;Health Care;Equity;United States;New York Stock Exchange Inc.
CE;CELANESE CORP;Materials;Equity;United States;New York Stock Exchange Inc.
WTM;WHITE MOUNTAINS INSURANCE GROUP LT;Financials;Equity;United States;New York Stock Exchange Inc.
EOSE;EOS ENERGY ENTERPRISES INC CLASS A;Industrials;Equity;United States;NASDAQ
MMS;MAXIMUS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
GVA;GRANITE CONSTRUCTION INC;Industrials;Equity;United States;New York Stock Exchange Inc.
HCC;WARRIOR MET COAL INC;Materials;Equity;United States;New York Stock Exchange Inc.
BDC;BELDEN INC;Information Technology;Equity;United States;New York Stock Exchange Inc.
NE;NOBLE CORPORATION PLC;Energy;Equity;United States;New York Stock Exchange Inc.
CRSP;CRISPR THERAPEUTICS AG;Health Care;Equity;United States;NASDAQ
SNEX;STONEX GROUP INC;Financials;Equity;United States;NASDAQ
MTN;VAIL RESORTS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RLI;RLI CORP;Financials;Equity;United States;New York Stock Exchange Inc.
SR;SPIRE INC;Utilities;Equity;United States;New York Stock Exchange Inc.
MATX;MATSON INC;Industrials;Equity;United States;New York Stock Exchange Inc.
LAZ;LAZARD INC;Financials;Equity;United States;New York Stock Exchange Inc.
POST;POST HOLDINGS INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
ROAD;CONSTRUCTION PARTNERS INC CLASS A;Industrials;Equity;United States;NASDAQ
IRTC;IRHYTHM HOLDINGS INC;Health Care;Equity;United States;NASDAQ
QLYS;QUALYS INC;Information Technology;Equity;United States;NASDAQ
TCBI;TEXAS CAPITAL BANCSHARES INC;Financials;Equity;United States;NASDAQ
OGS;ONE GAS INC;Utilities;Equity;United States;New York Stock Exchange Inc.
ABCB;AMERIS BANCORP;Financials;Equity;United States;New York Stock Exchange Inc.
RDN;RADIAN GROUP INC;Financials;Equity;United States;New York Stock Exchange Inc.
AX;AXOS FINANCIAL INC;Financials;Equity;United States;New York Stock Exchange Inc.
CNX;CNX RESOURCES CORP;Energy;Equity;United States;New York Stock Exchange Inc.
NJR;NEW JERSEY RESOURCES CORP;Utilities;Equity;United States;New York Stock Exchange Inc.
ATMU;ATMUS FILTRATION TECHNOLOGIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
POWL;POWELL INDUSTRIES INC;Industrials;Equity;United States;NASDAQ
BRKR;BRUKER CORP;Health Care;Equity;United States;NASDAQ
CVCO;CAVCO INDUSTRIES INC;Consumer Discretionary;Equity;United States;NASDAQ
LBRDK;LIBERTY BROADBAND CORP SERIES C;Communication;Equity;United States;NASDAQ
KRG;KITE REALTY GROUP TRUST REIT;Real Estate;Equity;United States;New York Stock Exchange Inc.
MRCY;MERCURY SYSTEMS INC;Industrials;Equity;United States;NASDAQ
ABG;ASBURY AUTOMOTIVE GROUP INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
ANF;ABERCROMBIE AND FITCH CLASS A;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
DBX;DROPBOX INC CLASS A;Information Technology;Equity;United States;NASDAQ
LEU;CENTRUS ENERGY CORP CLASS A;Energy;Equity;United States;New York Stock Exchange Inc.
RDNT;RADNET INC;Health Care;Equity;United States;NASDAQ
REZI;RESIDEO TECHNOLOGIES INC;Industrials;Equity;United States;New York Stock Exchange Inc.
SKY;CHAMPION HOMES INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
VSNT;VERSANT MEDIA GROUP INC;Communication;Equity;United States;NASDAQ
VSEC;VSE CORP;Industrials;Equity;United States;NASDAQ
BBWI;BATH AND BODY WORKS INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
RYAN;RYAN SPECIALTY HOLDINGS INC CLASS;Financials;Equity;United States;New York Stock Exchange Inc.
MORN;MORNINGSTAR INC;Financials;Equity;United States;NASDAQ
PTGX;PROTAGONIST THERAPEUTICS INC;Health Care;Equity;United States;NASDAQ
LNTH;LANTHEUS HOLDINGS INC;Health Care;Equity;United States;NASDAQ
APPF;APPFOLIO INC CLASS A;Information Technology;Equity;United States;NASDAQ
ALGM;ALLEGRO MICROSYSTEMS INC;Information Technology;Equity;United States;NASDAQ
STEP;STEPSTONE GROUP INC CLASS A;Financials;Equity;United States;NASDAQ
SON;SONOCO PRODUCTS;Materials;Equity;United States;New York Stock Exchange Inc.
PFSI;PENNYMAC FINANCIAL SERVICES INC;Financials;Equity;United States;New York Stock Exchange Inc.
HRI;HERC HOLDINGS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
MMSI;MERIT MEDICAL SYSTEMS INC;Health Care;Equity;United States;NASDAQ
BYD;BOYD GAMING CORP;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
PRMB;PRIMO BRANDS CLASS A CORP;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
EBC;EASTERN BANKSHARES INC;Financials;Equity;United States;NASDAQ
TDS;TELEPHONE AND DATA SYSTEMS INC;Communication;Equity;United States;New York Stock Exchange Inc.
CZR;CAESARS ENTERTAINMENT INC;Consumer Discretionary;Equity;United States;NASDAQ
STNE;STONECO LTD CLASS A;Financials;Equity;Brazil;NASDAQ
MGY;MAGNOLIA OIL GAS CORP CLASS A;Energy;Equity;United States;New York Stock Exchange Inc.
AROC;ARCHROCK INC;Energy;Equity;United States;New York Stock Exchange Inc.
MSGS;MADISON SQUARE GARDEN SPORTS CORP;Communication;Equity;United States;New York Stock Exchange Inc.
OSIS;OSI SYSTEMS INC;Information Technology;Equity;United States;NASDAQ
GPI;GROUP AUTOMOTIVE INC;Consumer Discretionary;Equity;United States;New York Stock Exchange Inc.
SLAB;SILICON LABORATORIES INC;Information Technology;Equity;United States;NASDAQ
CROX;CROCS INC;Consumer Discretionary;Equity;United States;NASDAQ
ACHR;ARCHER AVIATION INC CLASS A;Industrials;Equity;United States;New York Stock Exchange Inc.
ELF;ELF BEAUTY INC;Consumer Staples;Equity;United States;New York Stock Exchange Inc.
TMDX;TRANSMEDICS GROUP INC;Health Care;Equity;United States;NASDAQ
MRP;MILLROSE PROPERTIES INC CLASS A;Real Estate;Equity;United States;New York Stock Exchange Inc.
LAUR;LAUREATE EDUCATION INC;Consumer Discretionary;Equity;United States;NASDAQ
CSW;CSW INDUSTRIALS INC;Industrials;Equity;United States;New York Stock Exchange Inc.
